아시아나항공 인천공항 1공항 라운지,아시아나 인천공항 1공항 라운지 인천공항 1공항 뉴욕 가는날 아시아나항공 탑승구와 데스크가 a b c 로 옮겻네요. 골드클래스 업글 기녕 비즈니스 라운지 쿠폰 2장 입장하니 생각보다 넓음 요긴 누워 취침코너 자리없음 생각도없음 데려다준다더니 택시타구가라해서 늦어바쁨 일단 물 한병과...,,,
[아시아나항공] 김포공항 → 광주공항 이용기,가는 아시아나 항공편이 더 싼 기 현상 발생으로(?) 바로 예약하였습니다 ㅎㅎ 거의 2년 만에 이용해본 김포 - 광주 간 국내선을 이용한 후기를... 색 아시아나 항공 시간) 점심을 먹었던 의정부에서 106번을 타고 서울로 들어와 나폴레옹 제과점에서 빵을 사고 4호선을 타고 서울역에서...,,,
"아시아나항공 매각, 무급휴직+희망퇴직","https://m.news.naver.com/read.nhn?mode=LSD&amp;sid1=001&amp;oid=025&amp;aid=0002904012 아시아나, 무급휴직 이어 희망퇴직···2년치 연봉 위로금 연내 매각 작업 완료를 목표로 조직 슬림화에 나선 아시아나항공이 무급휴직에 이어 희망퇴직 카드를 꺼냈다. 2일 아시아나항공 관계자 등에...",,,
"0430 한진칼,티케이케미칼,(아시아나항공),(전파기지국), ""몇프로의 수익인가는...""","한진칼, 아시아나항공, 한익스프레스, 전파기지국 한화 김승연 회장의 아시아나항공 매수의지 기사로 한익스프레스가 가장 강하게 반등을 해줬지만 역설적이게도, 위 네가지 종목중에 제일 관심도가 떨어지는 종목이었다. 거래대금, 정통성?ㅋ 측면에서 주인공이라고 보기엔 조금 약해보였기...",,,
아시아나항공 결국 매각?,- 하지만 그보다 먼저 #아시아나항공을 매각하는 분위기가 벌어지고 있다. 금호그룹과 채권단은 그룹 핵심 자산인 #아시아나를 팔고 #금호고속과 #금호산업을 살리는 반향으로 결론을 낼 것으로 알려졌다. - 아시아나항공 회사채 중 유일하게 신용등급 #BBB-가 매겨진 채권 만기가 불과 열흘 앞에...,,,
2019년 아시아나항공 채용 캐빈승무원_상반기 마지막 채용입니다,"아름다운 사람들, 아시아나항공 아시아나항공 19년도 2차 승무원 채용 4-5월 예정소식은 있었지만, 예상보다 더 빨리 나왔는데요 좋은 인력 경쟁심리로 공교롭게도 대한항공 마지막 서류 마감날에 채용이 발표되었네요 미리 준비되어 있다면 지원을 서둘러야 겠지만 준비를 안했던 분들은...",,,
아시아나항공 비즈니스클래스 이용,"싱가포르로 가는 아시아나항공 비즈니스 클래스를 예약했다 라운지에 잠깐 있다가 금방 시간되서 비행기를 타러 갔다 기다림 없이 바로 고고! 갑자기 날씨가 흐릿해져서 조금 걱정했디만 30분 지연 후 무사히 출발했다 요렇게 자리에 실내화,헤드셋,담요,베개가 놓여져있다 앉자마자 실내화로...",,,
[크루온플라잇 승무원과외]아시아나항공 실무면접 주의점:),"아시아나항공 서류전형에 합격한 예승이 여러분, 모두 진심으로 축하해요! 2019년 상반기 2차 아시아나항공실무면접이 3월 31(일)요일부터 4월 5일(금)요일까지 총 6일간 진행됩니다. 먼저 이번 아시아나항공 실무면접 면접 시의 주의사항과 더불어 주안점에 대해 알려드릴게요! 지난번 채용과 달라진...",,,
마감★아시아나항공 실무면접 원데이클래스 신청★,"이번주 금요일 아시아나항공의 서류발표가 있습니다. 바로 다음주부터 실무면접이 시작될 것 같습니다. 아시아나항공은 실무면접 때 'ㄷ' 자 워킹도 하고 다른 항공사와 달리 다리가 붙는지.. 이 부분을 많이 보고 있지요.. 그리고, 아시아나항공은 실무면접에서도 회사질문을 많이 하고...",,,
아시아나 항공 라운지 솔찍한 이용후기,이번 중국여행에서 저는 누님의 아시아나 항공의 다이아몬드 혜택인 동반 1인 포함 라운지 이용혜택을 사용하여 무려 비지니스 클레스만 이용 가능하다는 아시아나 항공 라운지를 출입했습니다!! 오늘은 그 후기에 대해서 적어보려고합니다!! 이제부터 포스팅 시작합니당 &gt;_&lt; 아시아나 항공...,,,
일본 오키나와 나하공항 면세점과 아시아나항공 후기,일본 오키나와 나하공항 면세점과 아시아나항공 후기 어느덧 오키나와 3박4일 자유여행 포스팅 시리즈가 연재 막바지에 이르렀다. 8월달에... 이번에 내가 타고갈 아시아나항공 비행기이다. 파란하늘이 너무 아름다워서 떠나기 아쉬웠다. 날씨운이 엄청나게 좋았던 것이 지금 이때는 태풍이 오기 불과...,,,
아시아나항공 매각 인수회사에 따라 분리매각(티웨이항공 티웨이홀딩스?) 가능성도 있다.,#위 내용은 개인적인 견해로 작성된 시나리오 내용입니다# 현재 아시아나항공 매각에 대한 관심이 뜨거운 상황이다. 현재는 산업은행등 채권단은 아시아나항공과 자회사를 함께 매각하는 통매각을 원칙으로 내세운 상황이나 반대적인 상황이 나올 수 있는 시나리오이다. 첫번째로 현재...,,,
"대한항공, 아시아나 항공 마일리지 적립 방법 (누락 마일리지 적립 / 제휴 항공사 안내...",항공 마일리지 적립 방법 1 대한항공 / 아시아나항공 회원가입 마일리지 적립을 위해서는 첫 번째로 탑승 전 꼭! 두 항공사에 회원가입을 해주셔야 합니다. 대한항공은 스카이팀 / 아시아나 항공은 스타얼라이언스 팀으로 각 항공사 사이트에서 회원 가입이 가능합니다. 대한항공...,,,
아시아나항공 매각 인수 가능성에 최태원 SK 회장 묵묵부답,아시아나항공 매각 인수 가능성에 최태원 SK 회장 묵묵부답 박세창 사장 사모펀드 접촉 소문 흘러나와 박삼구 전 금호아시아나그룹 회장이 사실상 아시아나항공 매각을 준비하고 있다는 소문이 업계 안팎에서 흘러나오고 있습니다. 박 전 회장 장남인 박세창 아시아나IDT 사장이 여러 사모투자펀드...,,,
아시아나항공 샌프란시스코 공항 환승 꿀팁 &amp; 라운지 안내!,(2018년 3월 탑승 구역 변경에 따른) 아시아나항공 샌프란시스코 공항 환승 및 라운지 안내! 최근 샌프란시스코 국제공항에서 탑승 구역이 변경된 아시아나항공 아시아나항공의 탑승 구역(Boarding Area) 변경은 저를 포함하여 스타 얼라이언스 회원 항공사를 선호하는 여행객들에게 매우 반가운...,,,
아시아나항공 승무원 서류 합격하면 바로 해야 할 일은?,아시아나항공 승무원 서류 합격하면 바로 해야 할 일은? 아시아나항공 승무원 서류전형 합격자 발표가 오늘 오후 5시에 있었습니다 원래 이 글은 밤 12시에 올리려고 했으나 아시아나항공 서류 합격한 분들이 문의가 많아 바로 포스팅 올립니다 과거 보통 1만 명 이상도 지원하곤 했는데 이번엔...,,,
대구승무원과외 아시아나항공 6명 서류합격!!?,"아시아나항공 서류 이번에는 전원합격이 되지 않아서 조금 아쉽지만 그래도 반이상이나 합격했어요 ? 이번 아시아나항공 서류 합격자들의 공통적인 부분 궁금하실텐데 우선 봉사활동 내역이 다양하거나 많고(대학시절이후) 나이가 26이하이신분 그리고 키가 164이상, 토익스피킹 보유하셨다는...",,,
"인천-도쿄 / 아시아나항공 OZ102,OZ0105편 결제","놀수있을때 놀아야죠. 이번엔 스튜디오로케 촬영으로 갑니다. 티켓검색해보니 LCC 수하물 없이 가야 16만원대 왕복수하물 추가하면 20만원 넘더군요. 마침 아시아나에서 스케쥴도 괜찮은데 가격도 저렴하게 나왔길래 결제했습니다. 노랑풍선에서 210,200원 결제",,,
아시아나 항공 면접 질문 &amp; 다수의 합격자 배출 데이쌤의 꿀팁,안녕하세요 :) 유알서포터 똘망이 간만에 인사드립니당 ㅎㅎ 믿을 수 있는 강연이 있는 유알라운지에서 오늘은 아시아나 항공 기출 질문과 합격 꿀팁 과 후기를 나눠 볼까합니다 다들! 얼마전에 뜬 아시아나 항공 채용공고! 확인하셨나요??? 최종합격까지 기나긴 여정일 수 있겠지만 그 여정에...,,,
"[스페셜경제] 아시아나항공, 지난해 6조8506억 매출 달성…“역대 최대 매출 경신”","[스페셜경제=윤성균 기자]아시아나항공은 국제회계기준(K-IFRS) 연결 재무제표 기준으로 2018년 매출액 6조8506억원, 영업이익 1784억원... 아시아나항공의 여객부문은 2018년 국제선 여객수요 호조로 전년대비 7% 증가했으며, 특히 작년 바르셀로나, 베네치아 신규노선이 조기 안정화되고...",,,
"[일본 오사카여행] 간사이공항 아시아나항공 후기, 기내식",일본여행 아시아나항공 왕복후기 안녕하세요 진솔입니다! 오늘은 일본여행 후기 포스팅을 계속 이어갈께요. 이번에는 아시아나항공을 타고 오사카에 다녀왔는데요. 일본여행 오사카 아시아나항공 후기를 올려볼께요! 01 | 인천 - 간사이공항 아시아나항공 후기 이건 올때 비행기 티켓이에요!...,,,
"38년만의 GTR 폐지 (대한항공, 아시아나항공 주가 하락, 근데 뭔가 이상하다)","대한항공과 아시아나항공의 주가가 큰 폭으로 하락했죠 2배나 비싼 항공권으로 예산 낭비 논란에 있던 GTR, 연간 80억 국가 예산 절감 효과 GTR 즉 정부항공운송의뢰제도로써 국가의 항공 산업 육성을 목적으로 과거에 대한항공과 아시아나항공에 독점적인 정부 공무원 출장시 항공권을 제공하는...",,,
"아시아나항공 감사의견, '한정'에서 '적정'",com -------------------------------------------------------------------------------------------------- 서울=뉴스핌] 유수진 기자 = 아시아나항공에 대한 감사의견이 '한정'에서 '적정'으로 바뀌었다. 아시아나항공은 26일 삼일회계법인으로부터 '적정' 의견을 받은 감사보고서와 함께 수정된 지난해 실적을...,,,
"아시아나항공, 삼일회계법인 '한정'의견","아래는 아시아나항공을 감사한 회계법인 '한정'의견에 대한 아시아나항공의 발표입니다. 아시아나항공은 ""회계 감사법인의 의견을 받아들여 당기(2018년)에 충당금을 추가 설정할 경우 2019년 이후에는 회계적 부담과 재무적 변동성이 경감될 것으로 예상된다""며 이른 시일 내에 재감사를 신청해...",,,
아시아나 항공 비지니스 기내식 인천-자카르타,아시아나 항공 비지니스 인천공항에서 자카르타까지 아시아나 비지니스 기내식 자카르타는 동남아 노선이지만 꽤 장거리 노선이다 6시간 넘는... 아시아나 항공 비지니스 기내식 인천-자카르타 창밖으로 스타얼라이언스로 도색된 비행기가 있다 가끔 자사 항공기 도색이 아닌 항공 동맹체 의...,,,
아시아나항공 승무원 채용 자소서 BOOK,"아시아나항공 승무원 채용 자소서 가이드북 DOWN 바로가기 http://gangnam.koreacrewacademy.com/ 중반기 아시아나항공 승무원 채용이 시작되었습니다. 자격조건은 지난번 채용과 비슷합니다. 자소서 서류지원 마감은 6/29일 18시까지 이며, 합격자 발표는 7/6일 이후에 발표됩니다. 면접까지는 불과 1달의...",,,
"&lt;여행박사&gt;서유럽 3개국 9일 #프랑스 에펠탑투어, 아시아나항공 기내식","서유럽투어는 아시아나항공을 이용하고 마일리지 적립도 되니 꼭 적립받으셔요~~ 인천공항에서 파리까지 두번의 기내식과 한번의 간식 기대이상으로 맛났어요 :D (뭔들 맛이 없겠냐마는......흐흐) 간식으로 제공된 피자빵 사진은 없고 닭가슴살요리, 치즈김치볶음밥, 중식스타일닭고기요리, 쌈밥...",,,
[비지니스 클래스] 2018.02.09 아시아나항공 OZ101 (나리타 → 인천) A380-800,"이번 포스팅은 도쿄 나리타공항에서 인천공항까지 아시아나항공 비지니스클래스를 이용한 탑승기 입니다. 아시아나항공 카운터입니다. 비지니스클래스 카운터는 2개만을 사용하지만, 크게 붐비지 않습니다~ 나리타공항 1터미널은 ANA가 메인이며, 주로 스타얼라이언스 회원 항공사들이 이용하는...",,,
101번째 최종합격생 배출 _ 아시아나항공승무원 임원면접합격! (크루월드승무원과외),"#아시아나항공승무원최종합격 #아시아나승무원과외 #크루월드 아시아나항공 캐빈승무원 임원면접합격 !! Dec.28 크루월드 합격소식 아시아나승무원 임원발표 크루월드 2018년 한 해 마무리를 앞두고, 그 무엇보다 승무원 합격 소식이 좀 많았으면 했어요. 9월부터는 정규반 및 재수강반 인원을...",,,
아시아나항공 승무원 앞서 나가기,"아시아나 항공 승무원 앞서 나가기 어느덧 3월 중순을 바라보고 있습니다. 스튜어디스 준비생들은 2018년 무술년의 해가 시작되면서 쏟아지는 상반기 승무원 채용 소식에 그 어느때 보다 바쁜 하루들을 보냈을텐데요, 지난 8일(목) 대한항공 1차 실무면접 합격자 발표가 있었지만, 아시아나항공...",,,
아시아나항공 편도신공 발권하기 (이원구간 발권),이번에는 아시아나항공 이원구간 발권하기 아시아나는 대한항공하고 조금 다른게 대한항공은 편도로 쭉 어어서 갈수가 있는데 아시아나는 그럴수가 없어 그래서 여기는 다구간 이라는 발권을 해야함 한마디로 이원발권 하라는거지 그럼 어떻게 하느냐??? 아시아나항공 편도신공(다구간 발권)...,,,
"[아시아나항공] 시드니 K,S,V CLS 특가 (20APR'19~13DEC'19) - 19년 5월20일까지",아시아나항공 시드니 특가 공지되었습니다. 호주항공권 구매시 호주비자 무료진행중이오니 참고하셔서 문의주시기 바랍니다. * 출발기간 : 19년 4월20일 ~19년 12월13일 * 판매기간 : 19년 5월20일까지 * 사전구매조건 (AP) : V 클라스 출발 7일전 구매조건 * 최대체류기간 : 3개월 * TAX세금 및...,,,
아시아나항공 승무원 토익 500점 학생의 합격후기,아시아나항공 승무원 토익500점대 합격 후기 아시아나항공 승무원 합격후기 아시아나항공 승무원 합격생 Q&amp;A 승무원 채용 업계에서는 앞으로도 2018년 채용만 같아라라는 말이 있을 정도로 작년 승무원 채용이 풍년이었죠. 하지만 지금 말도 안 되는 일이 벌어지고 있습니다. 아시아나항공까지 방금...,,,
아시아나항공 자기소개서(오늘 늦어서 못와도 괜찮아! 쌤이 카톡으로 보내놨다),"쌤, 5시까지 갈께요 하고 카톡이 왔는데 시간이 지나자 쌤, 시간이 길어져서 오늘 못갈 것 같아요ㅠㅠ 하면서 답장이 왔어요 오늘 쌤이랑 아시아나항공 자기소개서 완성하고 지원할려고 했는데...... 괜찮아 쌤이 아시아나항공 자기소개서 첨삭해서 카톡으로 보내놨다ㅎㅎ 그러니까 확인해보고...",,,
아시아나항공 임원면접 대비 원데이 클래스,"29일, 내일은 아시아나항공 실무합격자 발표일 입니다 :) 12월 1일 토요일 실무합격자 대상으로 임원면접 대비 수업이 진행됩니다. 임원면접은 5명~6명의 면접관이 앉아 계시구요! 8명씩 입장합니다! 5명~6명의 면접관이 컴퓨터를 보면서 평가하는 방식이 아닌 오로지 면접자들만 뚫어져라 바라보고...",,,
"[호주자유여행] 콴타스항공(아시아나항공공동운항) 기내식 후기 (기내식, 사전좌석지정~!)","콴타스항공(아시아나항공공동운항) 후기 (기내식, 사전좌석지정) 일하면서 바쁘게 티켓팅을 하고, 한동안 인보이스 및 e-티켓도... 아시아나항공은 무조건 쌈밥 or 비빔밥 먹어야한다는 말을 들어서 ㅋㅋㅋ 쌈밥이랑... 양식뭐 하나중에 고르라고 했는데 제대로 듣지도 않고...",,,
아시아나항공 채용(2019년 1차 캐빈승무원으로 공고가 나왔네. 시간 빠르다...,우와~~ 이번에 아시아나항공 채용이 떴네요 대한항공 서류 접수를 학생들과 마감했는데 이어서 채용이 또 나왔네요 승무원을 준비하는 학생들에게는 기회가 와서 참 좋다고 생각해요 그럼 열심히 아시아나항공 채용을 살펴보자구요ㅎㅎ 아시아나항공 채용공고에요 2019년 1차에요 시간이 너무...,,,
아시아나항공 매각,"[단독] 아시아나항공 결국 매각한다 - 매일경제 금호그룹, 채권단 요구 전격 수용 추가 자금지원 받는 조건으로 금호산업 이번주초 이사회 의결 news.mk.co.kr 금요일 장에서 엄청난 정신력 소모를 가져다 주었던 아시아나항공이 결국 매각된다고 합니다 마지막까지 진짜... 그래도 상한가 풀린 직후...",,,
"[크루온플라잇 승무원과외] 아시아나항공 서류합격 8명, 축하합니다♥?",아시아나항공 서류 발표가 있었죠? 우리 친구들이 공들여서 자소서에 힘을 실었던만큼 서합을 많이 해주었어요. 기특하고 자랑스러워요... 여러분들의 실무면접 합격에 도움을 드리기 위해 아시아나항공 실무면접에 특화된 원데이클래스를 준비했어요. 아래 링크를 통해 확인하실 수 있어요...,,,
아시아나항공 소식 들었나요? 재벌투자연구소 조언에 투자했어요,아시아나항공 소식 들었나요? 재벌투자연구소 조언에 투자했어요 요즘 뉴스에서도 아시아나항공 매각 소식이 계속해서 나오고 있더라구요. 금호아시아나그룹이 유동성 위기에 빠진 아시아나항공을 결국 매각하기로 했는데요. 그러면서 주가가 상승세에 있어요. 저는 3월 28일에...,,,
[홍콩 여행]  아시아나 항공과 함께 하는 홍콩여행!!,이번 홍콩 여행은 아시아나 항공을 이용했답니다. 오랫만에 타보는 국적기네요 ㅎㅎ LCC나 외항사등도 홍콩노선이 많아서 조금 알아봤지만... 맛있는 기내식도 먹고 즐겁게 보낸 3시간 30분이었답니다. #OZ #아시아나기내식 #홍콩항공권 #홍콩비행기표가격 #아시아나항공,,,
"아시아나 항공 키즈밀&amp;기내식, 인천-상해(푸동) 궁금하죠?",아시아나 항공 키즈밀은 아시아나 예약센터 1588-8000 에서 미리 신청 안녕하세요? 오늘은 전국적으로하루 종일 비 소식이 있네요. 날씨도 제법... 인천공항 출발편 #아시아나 항공 탑승하자마자 이쁜 스튜어디스 누나가 내어준 선물! 바로 받자마자 인증샷 남기고 즐거운 캠핑여행이라는 테마에 맞춰...,,,
"아시아나항공, 희망휴직이어 희망퇴직",안녕하세요!SAC 항공유학입니다 매각이 진행 중인 아시아나항공이희망휴직에 이어 희망퇴직을 추가 실시하면서 자구안 이행에 속도를 내고 있다고 합니다.어제 2일부터 아시아나 항공은 희망퇴직 신청 접수를 시작하고이달 중순까지 신청자를 받기로 했다고 합니당 아시아나항공은...,,,
엄마와 함께하는 모녀 유럽(겨울)여행17. 바르셀로나-인천 아시아나항공 직항 탑승 후기,그제 할매를 보내면서도 봤지만 바르셀로나 공항 아시아나 항공 직원들은 대체적으로 친절한 편인 듯 하다. 바르셀로나 안녕.... 이렇게 6주간의 유럽 생활이 끝나는구나. 창문쪽 앉을 때마다 찍어보는 이륙 동영상. 기내식은 비빔밥!! 비빔밥은 언제 먹어도 맛있다. 여행할 때 요거 하나 있음 딱...,,,
[아시아나 항공 인수전] 어느 기업이 인수할 것인가? 빅데이터의 보고인 국적 항공사를...,"아시아나 항공 역시 금호아시아나 그룹의 유동성 위기때문에, 결국 M&amp;A 시장에 매물로 나오게 됩니다. 인수기업은 최소 2조 5천억에 달하는 인수... 2조 인수자금이 최대변수 자금난에 빠진 금호아시아나그룹이 아시아나항공과 그 자회사인 에어서울, 에어부산 등을 통으로 매각하기로...",,,
"2017 사이판 #1 아시아나 항공(PUS-SPN), 하얏트 리젠시 사이판(Hyatt Regency...","(비슷한 비행 시간에 미쿡령이라는 공통점) 괌은 한 번 다녀왔고.., 고민 하다 정말 휴양만 원했던지라 사이판으로 결정했다 현재는 단항 중인 부산-사이판(PUS-SPN OZ607) 아시아나 항공을 이용 했다 (부산발 대한, 아샤나는 점점 단항을...) 사진 보니 그땐 라운지 여유도 없이 ㅋㅋㅋㅋㅋ 출 발...",,,
아시아나항공 비지니스 라운지 @ 26번 중앙 탑승구 인천공항 터미널1,10/15(월) 싱가포르항공 SQ008편으로 로스앤젤레스로 출국하면서 아시아나항공 새로 오픈한 26번 게이트에 있는 라운지에 다녀왔다 아시아나항공이 체크인 카운터 동편으로 옮기면서 뭔가 동선이 많이 멀어진 느낌이 들었다 한참 가는 것 같은 라운지 입구로 들어가면 왼쪽에 바코드로 티켓...,,,
"[ 이벤트 ] 원더투어, 아시아나항공 최대 50% 할인 이벤트 진행","원더투어, 아시아나항공 최대 50% 할인 이벤트 진행 2019-03-26 10:31 원더투어, 아시아나항공 최대 50% 할인 이벤트 진행. 사진=원더투어 원더투어가 아시아나항공 최대 50% 할인 이벤트를 진행한다. 여행 가격비교 서비스 원더투어가 아시아나항공, 롯데JTB와 항공권 할인 이벤트를...",,,
하노이로 여행 떠나는 날~ 아시아나 항공 이용/마일리지로 떠나는 하노이/하노이에서 1일,"하노이에서 1일 기대반,설렘반 11 월 3일 6박 7일 일정으로 아시아나 항공 이용하여 베트남 하노이 로 출발~ 마일리지 가 쌓여있어서 울집 콩콩이... 도착함 아시아나 항공에서 웰컴 그림책과 색연필 을 줘서 즐기고 있음 본인이 보고 싶은 만화 를 보며~ 비행을 즐김 매년 비행기를 타온...",,,
"아시아나항공유럽자유여행 시작, 런던까지 아시아나 굳이","아시아나항공유럽자유여행 시작, 런던까지 아시아나 굳이 OUT을 유럽에서는 유럽에서 이럴때는 을 했어요. 맑은 할 대한항공 IN을 아닌이상은 진짜 아마 왜이렇게 참 아시아나나 많이 많은지.. 않았는데요! 타도 갓 수 아무래도 할 유럽의 인-아웃이 미세먼지가 어려우실거 같아요~ 아시아나...",,,
삿포로 3박4일 자유여행 프롤로그 :: 아시아나항공 기내식,면세점 쇼핑할 생각도 없고 배고파서 어묵 하나 사먹었는데 개꿀맛 우리는 아시아나항공 이용했어요! 이유는 기내식과 맥주때문에 ㅋㅋ... 맥주제공이 안된다고 해서 앞으로 진에어 타고 일본가려구요 ㅋㅋ 맥주때문에 급 실망한 아시아나항공...ㅠ 하필이면 엔진쪽에 앉아서 소음까지......ㅠㅠ...,,,
[인천~연길(옌지)] 아시아나 항공 기내식 기내서비스 및 기타(비즈니스 좌석 포함),"어쩔 수 없지요, 어짜피 플랫폼은 네이버 맘이니~ 오늘은 인천~연길(옌지) 노선 아시아나 항공의 기내식과 기내서 서비스 그리고 백두산과... 탑승항공사 : 아시아나항공 * 당일운영기재 : A321 * (편도)운항거리 : 650Km/ 약 2시간10분 * 인천&gt;&gt;연길 이코노미, 연길&gt;&gt;인천 비즈니스 직전 한여름, 아시아나...",,,
[바르셀로나/자유여행준비] 7월 아시아나 항공권,때마침 아시아나 항공에서 31주년 특가 이벤트를 하고있었고 스카이스캐너와 아시아나 예약페이지를 오가며 엄청난 분노로 1인 116만원에 예매했다가 위메프의 원더 투어가 좀 더 저렴한 가격이길래 116만원에 예매했던 건 취소하고 1인 105만원에 직항 왕복항공권을 예매하였다. 저렴한지는...,,,
아시아나 항공 기내식 7월 19일 자,며칠 전 아시아나 항공으로 여행을 다녀왔답니다. 여행에서 빠질 수 없는 것이 먹는 거겠죠? 그리고 비행기 타면 나오는 기내식^^ 얼마 전 아시아나... 닭 가슴살에도 고추장이 나오는 ㄷㄷ 그런데 옆에서 딸내미는 느끼하다고 고추장을 발라 먹네요 ㅋ 아시아나 항공 기내식을 먹어봤는데요 나쁘지는...,,,
"금호아시아나그룹, 결국 아시아나항공 판다…박삼구 부자 채권단 만나 `결단`","금호아시아나그룹이 핵심 계열사인 아시아나항공은 결국 매각한다. 금호그룹은 15일 아시아나항공 모회사인 금호산업 이사회 의결을 거쳐 아시아나항공을 매각하기로 결정했다고 밝혔다. 금호산업은 아시아나항공 지분 33.47%를 보유한 취대주주로, 보유 지분 가치는 3000억원 수준이다. 금호...",,,
