Title,Author,Date,Link,Preview_text
부산출발 홍콩여행 : 유모차 필수 &amp; 대한항공 기내식 정보,no 다메,2018. 10. 26.,https://blog.naver.com/ymr772/221385781892,"4살아들과 함께한 홍콩여행 유모차는 필수 , <strong class=""search_keyword"">대한항공</strong> 기내식 정보공유 계획해서 가는 여행도 좋아하지만 그냥 무작정 떠나는 여행도 사랑하는... 부산(김해) 출발 21:45 <strong class=""search_keyword"">대한항공</strong>으로 선택 사실 저가 항공을 이용할려고 하다가 2만원 밖에 차이가 안나는것도 있고 서비스가 다르니깐 ;ㅁ; <strong class=""search_keyword"">대한항공</strong> 그..."
대한항공 마일리지 사용하기 솔직후기 &lt;블루투스 스피커 램프  &amp; 여행용 파우치 세트 &gt;,도로시,2018. 12. 20.,https://blog.naver.com/taihe78/221423406022,"■ <strong class=""search_keyword"">대한항공</strong> 마일리지 사용하기■ https://blog.naver.com/taihe78/221407298140 ↑↑ 전편에 이은 <strong class=""search_keyword"">대한항공</strong> 마일리지 사용하기 2탄.. ""여행용 파우치 세트 솔직후기 "" 3주만에 <strong class=""search_keyword"">대한항공</strong> 여행용 파우치 세트 도착.. 울며겨자 먹기로 주문한.. 여행용 파우치 세트 드디어 집으로 왔음물량이 없어 3주만에........"
오사카여행 : 대한항공 김포 - 오사카 간사이,Brendan Jin,2018. 10. 11.,https://blog.naver.com/jinysexy27/221375745305,"간만에 <strong class=""search_keyword"">대한항공</strong> 탑승!! 완전 바뀐 김포공항.. 이상하게 출국 심사하기 전에 가야했던 라운지 이제 안으로 들어왔네요 ㅋ 콴타스... 약 1시간 거리의 국제선 비행이지만 여전히 기내식에 조금 더 신경써야 될꺼 같구요 타항공사 대비 정말 사용하기 불편한 <strong class=""search_keyword"">대한항공</strong> 기내 엔터테인먼트 시스템..."
jc wings 1:200 korean air a380-800 hl7611 대한항공,p1877,2019. 5. 3.,https://blog.naver.com/p1877/221528673691,"정말 운이 좋게도 구하고 구하던 <strong class=""search_keyword"">대한항공</strong> a380 1호기인 hl7611 이 녀석을 구하게 되었다.(물론 하자도 없다) 국내 중고사이트에서 신품보다 더 착한 가격으로 데려올 수 있었고, hl7628보다도 저렴하게 득템!!! 이로써 구매리스트에 있던 7611, 7628은 미션 성공이다. 하 사진은......"
"[스페셜경제]창립 50주년 맞은 대한항공, ‘비전 2023’ 발표…“새로운 100년으로...",speconomy,2019. 3. 5.,https://blog.naver.com/speconomy/221480482012,"1969년 3월 6일, 김포공항에서 거행된 <strong class=""search_keyword"">대한항공</strong>공사 인수식 [스페셜경제=윤성균 기자]<strong class=""search_keyword"">대한항공</strong>은 4일 서울 공항동 본사에서 임직원 1500여명이 참석한 가운데 창립 50주년 기념식을 가졌다고 밝혔다. <strong class=""search_keyword"">대한항공</strong>은 지난 1969년 3월 1일 항공기 8대를 보유한 아시아의 작은 항공사로 출범한 이래..."
대한항공승무원실무면접 _ 크루월드 승무원과외 원데이클래스 진행 중!,데이지쌤,2018. 11. 12.,https://blog.naver.com/crewworld2012/221397044818,"크루월드 <strong class=""search_keyword"">대한항공</strong>실무면접원데이클래스 _ 아시아나승무원 출신 데이지쌤 안녕하세요, #<strong class=""search_keyword"">대한항공</strong>승무원채용 실무면접이 오늘부터 시작되었습니다. 다들 실무면접 준비하느라, 이번 주말 참 바빴을 것 같아요! 전 토요일도, 일요일도 강의 준비 &amp; <strong class=""search_keyword"">대한항공</strong>원데이클래스..."
괌 자유여행 대한항공 타고 다녀왔어요!,도란도란,2018. 5. 12.,https://blog.naver.com/csn324/221273955906,"괌 자유여행 <strong class=""search_keyword"">대한항공</strong> 타고 편하게 가세요! 안녕하세요. 여행블로거 도란도란 입니다. 이번 괌 자유여행 <strong class=""search_keyword"">대한항공</strong> 타고 편안하게 다녀왔답니다. ㅎㅎ 2018년 4월부터 <strong class=""search_keyword"">대한항공</strong>은 인천국제공항 제2터미널에서 탑승을 해야해요. 이번에 처음으로 제 2터미널에 가서 조금은 설레는 마음이 들었답니다...."
대한항공 마일리지로 제주도 왕복 다녀오기.,빅톨,2018. 10. 27.,https://blog.naver.com/lyun1024/221386293539,"며칠전 <strong class=""search_keyword"">대한항공</strong> 마일리지로 제주도 왕복티켓을 끊어서 당일치기로 제주도를 다녀왔어요.^^ 요즘은 저가항공사들을 포함하여 제주도가는... 지금까지 쌓여있는 <strong class=""search_keyword"">대한항공</strong> 마일리지가 7만조금 넘어요. 사실 이걸 쌓아서 남미쪽이나 유럽쪽을 여행하고 싶었거든요. 그러나 몇년사이 애 둘, 연년생..."
방콕행 대한항공 탑승기 / 특별 기내식 신청 및 후기.,날아라 마녀씨,2019. 1. 27.,https://blog.naver.com/queen77577/221452143246,"오늘은 방콕 여행 때 이용했던 <strong class=""search_keyword"">대한항공</strong> 탑승기를 보여드리려고 합니다. 겨울 성수기라 그런가 거의 3달 전쯤에 예매했음에도 불구하고 70만 원 정도에 여행사에서 발권했어요. 몇 년 전에 <strong class=""search_keyword"">대한항공</strong>을 이용해서 체코 프라하를 방문할 때에 100만 원이 조금 되지 않는 가격에 발권했던 것을 감안하면..."
대한항공 프레스티지석의 첫 탑승시 꿀팁,MINAMI,2018. 10. 12.,https://blog.naver.com/holicjp/221375855488,"<strong class=""search_keyword"">대한항공</strong>의 프레스티지석 꿀팁...!! 은 아니고... 정말 중요한 정보를 얻고자 하신 분이라면... 바로!!! 뒤로가기 하시는게 -_-;; 암튼 난 성의 없이... <strong class=""search_keyword"">대한항공</strong> 프레스티지석의 저녁 메뉴는 무엇일까! . . . . 는 펼쳐보면 안다. 가격표가 없다고 당황하지마라. <strong class=""search_keyword"">대한항공</strong> 프레스티지석의 기내식은 무료다...."
대한항공 미성년자 가입방법 및 가족 마일리지 적립하기,제이맘블리,2018. 6. 2.,https://blog.naver.com/em5019/221289746031,"<strong class=""search_keyword"">대한항공</strong> 미성년자 가입 및 가족 마일리지 적립 하기 갑작스럽게 10월에 국제선을 타게 되었네요 그러다 당겨서 9월로 미리미리 준비 하는 성격이라 항공권 예매는 미리 해뒀죵 ㅎㅎ 항공권 알아보다... 갑질의 대명사 <strong class=""search_keyword"">대한항공</strong>은 이용하고 싶지 않았지만 그래도 <strong class=""search_keyword"">대한항공</strong>만한게 없더라구요 ㅠ 특히..."
(제주 - 김포)대한항공 Boeing 777-200R편 프레스티지석 이용 후기,Just in,2019. 4. 23.,https://blog.naver.com/jjan3615/221520513366,"<strong class=""search_keyword"">대한항공</strong> Boeing 777-200R 프레스티지석 후기 제 생애 첫 프레스티지석 이용기네요..ㅎㅎ (앞으로 이런 후기 많이 올렸으면 좋겠다!) 저는 제주 - 김포 노선 <strong class=""search_keyword"">대한항공</strong> 프레스티지석을 이용했답니다. 들어가자마자 신세계! 좋다.. 넓다.. 누워진다..ㅋㅋ 발을 쭉 뻗었는데도 안 닿는다.. 신기해서 찍은..."
"▶ [KE] 05/07-06/03 대한항공, 5성 오리엔탈호텔 제주 패키지 &amp; 에어카텔!!",야가자용사마,2019. 5. 6.,https://blog.naver.com/yagajatour/221530608527,"5월 제주 초특가 여행 5성 오리엔탈호텔 → 199,000원 5월7일 ~ 6월3일 매주 일/월/화/수/ 출발  오후출발 2박3일 패키지 &amp; 에어카텔 : 가격동일  ✔️ 2박3일 오후출발 : <strong class=""search_keyword"">대한항공</strong> 부산출발 13시~15시대 제주출발 20시~21시대 ✔️국내선 탑승시 사진이 부착된 신분증 지참 미소지시..."
[Bali] 모녀 삼대의 인도네시아 발리 가족여행 #06 :: 대한항공 특별기내식 신청하기...,백설공주,2019. 2. 15.,https://blog.naver.com/known2727/221466133276,"<strong class=""search_keyword"">대한항공</strong> 특별기내식은 기대보다 선택할 수 있는 폭이 엄청 넓었다. 끽해야 채식주의자 식단정도 있을 줄 알았는데.. Previous image Next image <strong class=""search_keyword"">대한항공</strong>에서 직접 티켓을 산 덕에 좋았던 것은 특별 기내식을 신청할 수 있었다. 할마니는 처음에 여행을 망설이셔서 뒤늦게 <strong class=""search_keyword"">대한항공</strong>에서 직접 구매했다...."
- 181019 V리그..대한항공 vs 한국전력 in 계양체육관 (부제 : 새 유니폼 지름!),미야,2019. 1. 16.,https://blog.naver.com/miya1017/221443480800,"181019 V리그 <strong class=""search_keyword"">대한항공</strong> vs 한국전력 in 계양체육관 (부제 : 새 유니폼 지름!) 지금 봐도 1라운드 초반 일정.. 진짜 빡빡했네.. 개막하고서 쭉 3일 쉬고 경기.. * 사진을 불펌, 재편집 배포 시에는 법적 대응합니다. * [ 간식꺼리 ] 흔한 직관러의 짐.. 일정표 크게 만든거.. 나눔하느라.. 쇼핑백을 어차피..."
대한항공 홍콩-인천 프레스티지 스위트 비즈니스 탑승기,시뇽뇽,2019. 3. 27.,https://blog.naver.com/ruadlqkek/221498916174,"<strong class=""search_keyword"">대한항공</strong> 홍콩 - 인천 프레스티지 스위트 탑승기 홍콩에 갈 때는 케세이를 이용했고 올 때는 드.디.어. 편도신공으로 끊어놨던 <strong class=""search_keyword"">대한항공</strong>을 탑승하게 됐다 사실 홍콩은 좌석을 크게 기대 안하고 탄거였는데 웬걸 <strong class=""search_keyword"">대한항공</strong> 비즈니스 석 중에서도 제일 좋은 프레스티지 스위트로 타게됐다 지난 번..."
인천공항 코트룸 외투보관 서비스 - 대한항공/아시아나,일산SureSure,2018. 12. 17.,https://blog.naver.com/kbsomang/221421014170,"오늘은 <strong class=""search_keyword"">대한항공</strong>이랑 아시아나 이용하시는 분들 인천공항에서 겨울옷 어떻게 보관해야 하는지 도움되시라고 올려드려요 ^^ 먼저 <strong class=""search_keyword"">대한항공</strong>은 코트룸 서비스가 있고요 아시아나는 외투보관 서비스가 있습니다. <strong class=""search_keyword"">대한항공</strong> 1. 티켓팅 후 탑승권을 갖고 같은 층(3층) H지역 한진택에 맡긴다.(1인 1벌) 2...."
[대한항공] 50주년 기념 스탬프 모으기 이벤트 당첨,알록아빠,2019. 3. 14.,https://blog.naver.com/kiwanryu/221488317112,"지난달 <strong class=""search_keyword"">대한항공</strong> 50주년 기념 스탬프 모으기 이벤트 응모해서, 라스베가스행 티켓을 노렸는데 햄버거 쿠폰 당첨되었네 ㅎㅎ 라스베가스 놀러가보나 했더니 ㅜㅜ [<strong class=""search_keyword"">대한항공</strong>] 50주년 기념 스탬프 모으기 이벤트 50주년 기념 스탬프 모으기 이벤트 3등 경품에 당첨되신 것을 축하 드립니다! 앞으로도..."
"[뉴욕여행] 뉴욕 JFK 공항 대한항공 KAL 프레스티지,비즈니스 라운지 후기",지루첼,2019. 4. 29.,https://blog.naver.com/cltrnrwyd/221525316179,"뉴욕 마지막 날 다시 돌아온 JFK 공항 ㅠ ㅡ ㅠ <strong class=""search_keyword"">대한항공</strong> KE082편을 이용하기 위해 Terminal 1 으로 왔습니다 별로 크지는 않은 터미널 1 <strong class=""search_keyword"">대한항공</strong>과 델타 등이 있어요 빠르게 수속을 마치고 라운지로 슝슝 출국수속 하고 들어와서 3번출구에서 에스칼레이트 타고 위로 올라오면 <strong class=""search_keyword"">대한항공</strong> 라운지가..."
대한항공 승무원 자소서 예시+가이드라인 ♡ (늦어서 죄송함돠ㅜㅜ),스피치리움,2018. 10. 17.,https://blog.naver.com/crew_rium/221379511880,"<strong class=""search_keyword"">대한항공</strong> 승무원 자소서 가이드라인 by. 부엉쌤 (우와 진짜... 내가 얼마 전에 내 예시문 오타까지 따라쓴 분 블로그 캡쳐 우리 학생한테... 자 이쯤에서 다시 한번 확인 해보는 2018 마.지.막 <strong class=""search_keyword"">대한항공</strong> 승무원 자소서 항목!!!!! 1. 대한한공 객실 승무원이 되고 싶은 이유를 2개 이상 기술하시오. 2. TEAM..."
대한항공채용서류발표 _ 실무면접합격원데이클래스,데이지쌤,2018. 11. 8.,https://blog.naver.com/crewworld2012/221394442134,"#<strong class=""search_keyword"">대한항공</strong>채용 금일 저녁, <strong class=""search_keyword"">대한항공</strong> 서류발표!! <strong class=""search_keyword"">대한항공</strong>실무면접이 서류 발표 후 진행됩니다. 벌써 올해 세번째 <strong class=""search_keyword"">대한항공</strong>승무원채용이죠? 이번에도 경력직 채용이 함께 진행되는만큼 많은 인원을 채용할 것이라는 기대감과 함께! <strong class=""search_keyword"">대한항공</strong>승무원합격을 위한 실무면접 준비 함께해요! 크루월드..."
대한항공 퍼스트클래스 [나리타 - 인천] KE002,정슨생,2018. 10. 8.,https://blog.naver.com/sayravel/221373727026,"<strong class=""search_keyword"">대한항공</strong>은 나리타공항 1터미널을 씀. 1터미널 북쪽윙 카운터는 스카이팀 몰빵이다. 본인이 이용한 항공편은 나리타에서 오후 5시20분 출발하는... 출발이 살짝 지연되어 <strong class=""search_keyword"">대한항공</strong>의 시그니쳐음료 구아바쥬스 한잔 더 읃어마시고 쓰레빠로 갈아신기. 좀 가자 쫌! 드뎌 이륙. 기체가 구름을 뚫고..."
대한항공 땅콩 맛있네요~~^^,대구미싱사,2018. 11. 7.,https://blog.naver.com/curtain37/221393885643,"<strong class=""search_keyword"">대한항공</strong>ㅡ땅콩으로 유명한 ~~ 오늘 처음으로 제대로 먹었다. 종합 견과류에 섞인게아닌 까먹는 ~~ 베트남을 다녀오신 어른께서 선무로 주신걸. 아이들이 너무 재미있어 하고 맛있어한다. <strong class=""search_keyword"">대한항공</strong>ㅡ땅콩사건 봉지째 땅콩을 주었다고 서비스불만으로 항공기를 활주로에서 돌린사건이다. 땅콩이라서..."
"대한항공, 아시아나항공 클래스별 기내식_ 퍼스트 / 비즈니스 / 이코노미 클래스 기내식",아지,2019. 2. 10.,https://blog.naver.com/agi0975/221462445960,"<strong class=""search_keyword"">대한항공</strong>, 아시아나항공 클래스별 기내식 일등석 (퍼스트클래스), 프레스티지석 (비즈니스클래스), 일반석 (이코노미클래스) 에 따라 가장 큰... 일등석 (퍼스트클래스) [<strong class=""search_keyword"">대한항공</strong> 일등석 기내식] [아시아나항공 퍼스트클래스 기내식] 아시아나 퍼스트클래스 기내식의 가장 중요한 특징..."
2019년 상반기 대한항공 객실승무원 채용 공고!!,세리나의 인생공부,2019. 3. 4.,https://blog.naver.com/amorshsh/221480124536,"사진-<strong class=""search_keyword"">대한항공</strong> 오늘 <strong class=""search_keyword"">대한항공</strong> 채용이 났습니다~!!^^ 지난 하반기 채용 후 4개월 만이네요. 예측하고 기다리고 있었지만, 막상 서류 접수하려니 준비 안된 분들도 많을 거라 생각합니다. 준비도 안된 채 무작정 지원하지 말고, 그동안 꾸준히 준비했던 분들이라면 자신감 있게 지원해보면 좋겠습니다...."
[대한항공]미주노선신규취항확대,Niel ssam,2019. 3. 26.,http://nieljung.com/221497502589,"<strong class=""search_keyword"">대한항공</strong>과 델타항공이 조인트벤처를 통한 양사간 협력을 활발히 강화하며 이용객들의 여행 편의 증진에 적극 나서고 있다. 항공사간... 지난해 5월 1일 부로 조인트벤처를 본격 시행한 <strong class=""search_keyword"">대한항공</strong>과 델타항공은 △ 양사간 미주 및 아시아 전 노선에서의 전면적인 공동운항(Codeshare) △ 공동 판매 및..."
"대한항공 인천-&gt;토론토 KE073 탑승후기, 기내식",쏘냐언니,2018. 9. 24.,https://blog.naver.com/sonya1029/221364759933,"이번 여행엔 <strong class=""search_keyword"">대한항공</strong> 인천-&gt;토론토 KE073.. 아침 9시 35분 출발.. 자리에 요렇게 생수와 실내화, 칫솔, 치약, 헤드셋 구비되어 있네요.. 장장 13시간이... <strong class=""search_keyword"">대한항공</strong> 장거리는 이제 컵라면도 줘서 좋더라구요..^^ 형부부탁으로 구입한 발렌타인 21년산.. 공항 면세점에서 사려고 봤는데..<strong class=""search_keyword"">대한항공</strong>..."
"(190428AFD데일리항공뉴스)대한항공, 농촌지역찾아 봉사활동",AFD항공승무원학원,2019. 5. 1.,https://blog.naver.com/blink_blink/221527050384,"<strong class=""search_keyword"">대한항공</strong>의 사회공헌 소식입니다! 매년 진행하는 봉사활동인만큼 체크 해두시면 도움이 될 것 같아요. 이외에도 승무원 면접 준비 관련... 항공과입시#승무원면접#입시#취준#취뽀#취업성공#예승이#예승#부산승무원과외#부산승무원#승무원공채#항공뉴스#항공상식#<strong class=""search_keyword"">대한항공</strong>#<strong class=""search_keyword"">대한항공</strong>승무원"
((요동치는 한진그룹 지배구조!! 주가는??)) #한진칼 #대한항공 #진에어,홍기남프로,2019. 4. 8.,https://blog.naver.com/zairomm72/221508351224,"아들인 조원태 <strong class=""search_keyword"">대한항공</strong> 대표이사가 상속세를 마련하려면 배당 성향을 늘릴것으로 전망하고 있으며 #KCGI 행동주의 펀드측에서 지분을 늘릴것이라는 예상입니다.. 우선 배당되는 #한진칼우 #<strong class=""search_keyword"">대한항공</strong>우 우선주들을 주목하셔야 겠죠!!지분관계 보면 대충 이런 그림이고요.. 한진그룹주 관계의..."
대한항공 KE005 타고 라스베가스로!,달려라포티,2018. 10. 16.,https://blog.naver.com/ll00vvee/221378257947,"<strong class=""search_keyword"">대한항공</strong> KE005 타고 라스베가스로! 달려라포티 입니다. 오늘은 <strong class=""search_keyword"">대한항공</strong> KE005 타고 라스베가스로 비행 후기를 들려드릴게요. 시작합니다~ 면세점까지 구경을 하고 밥까지 먹으니 어느덧 탑승시간. 탑승구로 가서 탑승! 아참 탑승 전에 다시 한번 ESTA 비자 발급 여부를 확인하신답니다. 재미난..."
"인천-브리즈번 KE123편, 대한항공특별식 구경",후르바,2018. 9. 23.,http://fruitba.co.kr/221363306644,"Refresh Your Body 주스클렌즈, 주스바창업 상담 로푸드 수업, 로푸드 지도자 양성 EMS트레이닝 TOTAL Beauty shop 어제 <strong class=""search_keyword"">대한항공</strong> 특별식으로 저염식 포스팅에 이은 오늘의 특별식 소개는 <strong class=""search_keyword"">대한항공</strong> 생야채식 입니다 난 여행갈 생각도 없는데 왜 자꾸 특별식 포스팅을 하느냐 하는 이웃님들이 계실지..."
캐나다 밴쿠버 20181206 여행준비 1 - 대한항공,클레오,2018. 11. 26.,https://blog.naver.com/cleo1112/221406618097,"항공권 - <strong class=""search_keyword"">대한항공</strong> 음... 6개월 전에만 미리 티케팅을 해도 쪼오금 더 싸게 결제할 수 있겠지만, 에어캐나다의 악명을 워낙에 많이 들었던 터라, 직항으로 갈 수 있는 두 비행사인 <strong class=""search_keyword"">대한항공</strong>과 비교해 봐서 가격이 몇만원 저렴하다 하더라도 처음부터 제껴 두었었다. 아들과 단 둘이 간다는 말은..."
김포-제주 대한항공 UM서비스,아이스코코아,2019. 4. 22.,https://blog.naver.com/icecocoa0204/221519870264,"민규랑 명규가 할머니랑 제주도에 여행가요 원래는 지난주말에 할머니랑 가는걸로 예매했는데 민규축구시합때문에 아이들만 나중에 따로 가는걸로 다시 예매했어요 제가 같이 갈수가 없어서 <strong class=""search_keyword"">대한항공</strong> 비동반 소아 서비스 (UM서비스)를 신청했어요 비동반 소아 서비스 - <strong class=""search_keyword"">대한항공</strong> 비동반 소아..."
"대한항공, 내년 4월 인천~보스턴 주 5편 취항",영종,2018. 8. 7.,http://airstory.kr/221333780102,"<strong class=""search_keyword"">대한항공</strong>이 2019년 4월 12일부터 미국 북동부 뉴잉글랜드 지역 매사추세츠 주 보스턴(BOS/Boston Logan International Airport)에 취항한다. 서울-인천... <strong class=""search_keyword"">대한항공</strong>과 델타항공은 올 5월부터 태평양 노선에서 공동사업(합작사업 ; joint venture)을 시작했으며, 2019년 4월 2일부터는 델타항공이..."
대한항공 특별기내식/ 신청 및 메뉴 (오사카행),날아라 마녀씨,2018. 11. 11.,https://blog.naver.com/queen77577/221396249747,"저는 <strong class=""search_keyword"">대한항공</strong>을 이용할 때는 늘 특별 기내식을 사전에 신청해서 탑승을 하는 편입니다. 아*아나의 경우에도 사전 특별 기내식 선택이 가능하지만, 전화로만 예매할 수 있어서 조금은 불편한 부분이 있는데 <strong class=""search_keyword"">대한항공</strong>은 온라인으로 사전에 신청할 수 있으니 그다지 어렵지 않아요! <strong class=""search_keyword"">대한항공</strong> 탑승 꿀팁..."
대한항공 기내식,상큼키위,2018. 11. 6.,https://blog.naver.com/nacrewda/221392584601,"예승이들의 드림멘토 크루나라입니다 ^^ 10월 10일 부터 25일까지 <strong class=""search_keyword"">대한항공</strong> 하반기 객식승무원 모집이 있었습니다~ <strong class=""search_keyword"">대한항공</strong> 예비 승무원을 준비 하시는 모든 분들께 크루나라가 합격의 기운을 불어 넣어 드릴게요~ 홧팅^^ 그럼 오늘은 여행의 꽃이라고 할 수 있는 기내식, 특히 대한민국의 대표..."
대한항공라운지 인천국제공항 칼라운지 즐기기,퍼펙트타이밍,2019. 5. 3.,https://blog.naver.com/goodhapi/221528463277,"ㅋㅋㅋ 간단히 읽을만한것도 준비되어 있습니다 쉬는공간은 너무 넓고 한적합니다 의자가 다소 불편한것 빼곤말이죠 안내판에서보듯 공항에서하기힘든 모든것을 너무 편하게 할수있습니다. #<strong class=""search_keyword"">대한항공</strong>라운지 #<strong class=""search_keyword"">대한항공</strong> #인천국제공항<strong class=""search_keyword"">대한항공</strong>라운지 #칼라운지 #라운지이용하기 #카라운지이용하기"
대한항공 기내식 (부산-타이베이),킴꼬,2018. 10. 9.,https://blog.naver.com/thingshyuk/221374071611,"이번 대만 여행은 <strong class=""search_keyword"">대한항공</strong>을 탑승해서 이른 아침 비행시에도 기내식을 먹을수 있어 좋았네요~ 먼저 부산 - 타이베이 구간 기내식 보여드릴께요!!... 배 채울만큼은 드셨어요~ 저는 사이드로 나온 빵이랑 버터가 젤로 맛났어요ㅋㅋ 이 조합은 맛이 없을수가 없어~ #<strong class=""search_keyword"">대한항공</strong> #부산타이베이구간 #기내식"
대한항공 면접 후기(면접 본다고 수고했다^^ 좋은 결과 응원할께^^),착한사랑 동이쌤,2018. 11. 16.,https://blog.naver.com/dejdkim/221400008095,"모든 일에는 아쉬움과 후련함이라는 두가지가 함께한다고 생각해요 쌤 <strong class=""search_keyword"">대한항공</strong> 면접 끝났어요 하면서 이야기를 들려줬어요 면접본다고... 면접에 <strong class=""search_keyword"">대한항공</strong> 면접 후기를 들려줬어요 아는 문제도 나왔지만, 당황한 문제도 나왔다고 하네요 그래도 열심히 보고온 것에 대해서 쌤은 보람을 느낀다..."
